time,station,temperature,wind_dir,wind_speed,wind_impact,clouds,weather
Aktuálny stav počasia - 23.09.2021 - 02:00 LSEČ,Bratislava Koliba,10.4 °C,Z,3 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 02:00 LSEČ,Bratislava - Mlynská Dolina,10.7 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 02:00 LSEČ,Bratislava Ivanka,11.8 °C,Z,2 m/s,,Takmer zamračené,
Aktuálny stav počasia - 23.09.2021 - 02:00 LSEČ,Bratislava Koliba,10.4 °C,Z,3 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 03:00 LSEČ,Bratislava - Mlynská Dolina,10.2 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 03:00 LSEČ,Bratislava Ivanka,11.5 °C,Z,2 m/s,,Takmer zamračené,
Aktuálny stav počasia - 23.09.2021 - 03:00 LSEČ,Bratislava Koliba,10.1 °C,SZ,2 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 03:00 LSEČ,Bratislava - Mlynská Dolina,10.2 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 03:00 LSEČ,Bratislava Ivanka,11.5 °C,Z,2 m/s,,Takmer zamračené,
Aktuálny stav počasia - 23.09.2021 - 03:00 LSEČ,Bratislava Koliba,10.1 °C,SZ,2 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 04:00 LSEČ,Bratislava - Mlynská Dolina,10.4 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 04:00 LSEČ,Bratislava Ivanka,10.6 °C,Z,3 m/s,,Malá oblačnosť,
Aktuálny stav počasia - 23.09.2021 - 04:00 LSEČ,Bratislava Koliba,9.8 °C,Z,2 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 04:00 LSEČ,Bratislava - Mlynská Dolina,10.4 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 04:00 LSEČ,Bratislava Ivanka,10.6 °C,Z,3 m/s,,Malá oblačnosť,
Aktuálny stav počasia - 23.09.2021 - 04:00 LSEČ,Bratislava Koliba,9.8 °C,Z,2 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 05:00 LSEČ,Bratislava - Mlynská Dolina,9.5 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 05:00 LSEČ,Bratislava Ivanka,10.7 °C,Z,4 m/s,,Malá oblačnosť,
Aktuálny stav počasia - 23.09.2021 - 05:00 LSEČ,Bratislava Koliba,9.4 °C,Z,3 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 05:00 LSEČ,Bratislava - Mlynská Dolina,9.5 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 05:00 LSEČ,Bratislava Ivanka,10.7 °C,Z,4 m/s,,Malá oblačnosť,
Aktuálny stav počasia - 23.09.2021 - 05:00 LSEČ,Bratislava Koliba,9.4 °C,Z,3 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 06:00 LSEČ,Bratislava - Mlynská Dolina,9.4 °C,S,1 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 06:00 LSEČ,Bratislava Ivanka,10.6 °C,Z,4 m/s,,Polooblačno,
Aktuálny stav počasia - 23.09.2021 - 06:00 LSEČ,Bratislava Koliba,9.1 °C,SZ,3 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 06:00 LSEČ,Bratislava - Mlynská Dolina,9.4 °C,S,1 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 06:00 LSEČ,Bratislava Ivanka,10.6 °C,Z,4 m/s,,Polooblačno,
Aktuálny stav počasia - 23.09.2021 - 06:00 LSEČ,Bratislava Koliba,9.1 °C,SZ,3 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 07:00 LSEČ,Bratislava - Mlynská Dolina,9.1 °C,SV,1 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 07:00 LSEČ,Bratislava Ivanka,10.8 °C,Z,3 m/s,,Oblačno,
Aktuálny stav počasia - 23.09.2021 - 07:00 LSEČ,Bratislava Koliba,9.1 °C,SZ,3 m/s,,Malá oblačnosť,
Aktuálny stav počasia - 23.09.2021 - 07:00 LSEČ,Bratislava - Mlynská Dolina,9.1 °C,SV,1 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 07:00 LSEČ,Bratislava Ivanka,10.8 °C,Z,3 m/s,,Oblačno,
Aktuálny stav počasia - 23.09.2021 - 07:00 LSEČ,Bratislava Koliba,9.1 °C,SZ,3 m/s,,Malá oblačnosť,
Aktuálny stav počasia - 23.09.2021 - 08:00 LSEČ,Bratislava - Mlynská Dolina,10.0 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 08:00 LSEČ,Bratislava Ivanka,11.2 °C,Z,3 m/s,,Oblačno,
Aktuálny stav počasia - 23.09.2021 - 08:00 LSEČ,Bratislava Koliba,9.5 °C,PREM,2 m/s,,Oblačno,
Aktuálny stav počasia - 23.09.2021 - 08:00 LSEČ,Bratislava - Mlynská Dolina,10.0 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 08:00 LSEČ,Bratislava Ivanka,11.2 °C,Z,3 m/s,,Oblačno,
Aktuálny stav počasia - 23.09.2021 - 08:00 LSEČ,Bratislava Koliba,9.5 °C,PREM,2 m/s,,Oblačno,
Aktuálny stav počasia - 23.09.2021 - 09:00 LSEČ,Bratislava - Mlynská Dolina,11.7 °C,J,1 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 09:00 LSEČ,Bratislava Ivanka,12.2 °C,Z,4 m/s,,Oblačno,
Aktuálny stav počasia - 23.09.2021 - 09:00 LSEČ,Bratislava Koliba,10.9 °C,PREM,2 m/s,,Oblačno,
Aktuálny stav počasia - 23.09.2021 - 09:00 LSEČ,Bratislava - Mlynská Dolina,11.7 °C,J,1 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 09:00 LSEČ,Bratislava Ivanka,12.2 °C,Z,4 m/s,,Oblačno,
Aktuálny stav počasia - 23.09.2021 - 09:00 LSEČ,Bratislava Koliba,10.9 °C,PREM,2 m/s,,Oblačno,
Aktuálny stav počasia - 23.09.2021 - 10:00 LSEČ,Bratislava - Mlynská Dolina,13.1 °C,JZ,1 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 10:00 LSEČ,Bratislava Ivanka,13.3 °C,Z,4 m/s,,Polooblačno,
Aktuálny stav počasia - 23.09.2021 - 10:00 LSEČ,Bratislava Koliba,12.4 °C,JZ,2 m/s,,Polooblačno,
Aktuálny stav počasia - 23.09.2021 - 10:00 LSEČ,Bratislava - Mlynská Dolina,13.1 °C,JZ,1 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 10:00 LSEČ,Bratislava Ivanka,13.3 °C,Z,4 m/s,,Polooblačno,
Aktuálny stav počasia - 23.09.2021 - 10:00 LSEČ,Bratislava Koliba,12.4 °C,JZ,2 m/s,,Polooblačno,
Aktuálny stav počasia - 23.09.2021 - 11:00 LSEČ,Bratislava - Mlynská Dolina,15.4 °C,J,1 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 11:00 LSEČ,Bratislava Ivanka,15.5 °C,Z,5 m/s,,Malá oblačnosť,
Aktuálny stav počasia - 23.09.2021 - 11:00 LSEČ,Bratislava Koliba,14.9 °C,PREM,2 m/s,,Takmer jasno,
Aktuálny stav počasia - 23.09.2021 - 11:00 LSEČ,Bratislava - Mlynská Dolina,15.4 °C,J,1 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 11:00 LSEČ,Bratislava Ivanka,15.5 °C,Z,5 m/s,,Malá oblačnosť,
Aktuálny stav počasia - 23.09.2021 - 11:00 LSEČ,Bratislava Koliba,14.9 °C,PREM,2 m/s,,Takmer jasno,
Aktuálny stav počasia - 23.09.2021 - 12:00 LSEČ,Bratislava - Mlynská Dolina,17.7 °C,JZ,2 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 12:00 LSEČ,Bratislava Ivanka,16.3 °C,PREM,2 m/s,,Polooblačno,
Aktuálny stav počasia - 23.09.2021 - 12:00 LSEČ,Bratislava Koliba,16.8 °C,PREM,2 m/s,,Oblačno,
Aktuálny stav počasia - 23.09.2021 - 12:00 LSEČ,Bratislava - Mlynská Dolina,17.7 °C,JZ,2 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 12:00 LSEČ,Bratislava Ivanka,16.3 °C,PREM,2 m/s,,Polooblačno,
Aktuálny stav počasia - 23.09.2021 - 12:00 LSEČ,Bratislava Koliba,16.8 °C,PREM,2 m/s,,Oblačno,
Aktuálny stav počasia - 23.09.2021 - 13:00 LSEČ,Bratislava Ivanka,18.4 °C,J,3 m/s,,Polooblačno,
Aktuálny stav počasia - 23.09.2021 - 13:00 LSEČ,Bratislava Koliba,17.8 °C,Z,3 m/s,,Oblačno,
Aktuálny stav počasia - 23.09.2021 - 14:00 LSEČ,Bratislava - Mlynská Dolina,18.9 °C,Z,2 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 14:00 LSEČ,Bratislava Ivanka,18.6 °C,JZ,4 m/s,,Polooblačno,
Aktuálny stav počasia - 23.09.2021 - 14:00 LSEČ,Bratislava Koliba,19.2 °C,JZ,4 m/s,,Oblačno,
Aktuálny stav počasia - 23.09.2021 - 14:00 LSEČ,Bratislava - Mlynská Dolina,18.9 °C,Z,2 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 14:00 LSEČ,Bratislava Ivanka,18.6 °C,JZ,4 m/s,,Polooblačno,
Aktuálny stav počasia - 23.09.2021 - 14:00 LSEČ,Bratislava Koliba,19.2 °C,JZ,4 m/s,,Oblačno,
Aktuálny stav počasia - 23.09.2021 - 15:00 LSEČ,Bratislava - Mlynská Dolina,19.0 °C,JZ,1 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 15:00 LSEČ,Bratislava Ivanka,19.2 °C,JZ,4 m/s,,Malá oblačnosť,
Aktuálny stav počasia - 23.09.2021 - 15:00 LSEČ,Bratislava Koliba,18.0 °C,PREM,2 m/s,,Polooblačno,
Aktuálny stav počasia - 23.09.2021 - 15:00 LSEČ,Bratislava - Mlynská Dolina,19.0 °C,JZ,1 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 15:00 LSEČ,Bratislava Ivanka,19.2 °C,JZ,4 m/s,,Malá oblačnosť,
Aktuálny stav počasia - 23.09.2021 - 15:00 LSEČ,Bratislava Koliba,18.0 °C,PREM,2 m/s,,Polooblačno,
Aktuálny stav počasia - 23.09.2021 - 16:00 LSEČ,Bratislava - Mlynská Dolina,19.5 °C,J,2 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 16:00 LSEČ,Bratislava Ivanka,19.8 °C,JZ,4 m/s,,Malá oblačnosť,
Aktuálny stav počasia - 23.09.2021 - 16:00 LSEČ,Bratislava Koliba,20.3 °C,J,2 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 16:00 LSEČ,Bratislava - Mlynská Dolina,19.5 °C,J,2 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 16:00 LSEČ,Bratislava Ivanka,19.8 °C,JZ,4 m/s,,Malá oblačnosť,
Aktuálny stav počasia - 23.09.2021 - 16:00 LSEČ,Bratislava Koliba,20.3 °C,J,2 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 17:00 LSEČ,Bratislava - Mlynská Dolina,19.4 °C,J,1 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 17:00 LSEČ,Bratislava Ivanka,20.2 °C,J,4 m/s,,Polooblačno,
Aktuálny stav počasia - 23.09.2021 - 17:00 LSEČ,Bratislava Koliba,19.9 °C,JZ,3 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 17:00 LSEČ,Bratislava - Mlynská Dolina,19.4 °C,J,1 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 17:00 LSEČ,Bratislava Ivanka,20.2 °C,J,4 m/s,,Polooblačno,
Aktuálny stav počasia - 23.09.2021 - 17:00 LSEČ,Bratislava Koliba,19.9 °C,JZ,3 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 18:00 LSEČ,Bratislava - Mlynská Dolina,18.5 °C,J,1 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 18:00 LSEČ,Bratislava Ivanka,19.0 °C,J,3 m/s,,Polooblačno,
Aktuálny stav počasia - 23.09.2021 - 18:00 LSEČ,Bratislava Koliba,18.1 °C,JZ,2 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 18:00 LSEČ,Bratislava - Mlynská Dolina,18.5 °C,J,1 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 18:00 LSEČ,Bratislava Ivanka,19.0 °C,J,3 m/s,,Polooblačno,
Aktuálny stav počasia - 23.09.2021 - 18:00 LSEČ,Bratislava Koliba,18.1 °C,JZ,2 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 19:00 LSEČ,Bratislava - Mlynská Dolina,16.0 °C,V,1 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 19:00 LSEČ,Bratislava Ivanka,16.2 °C,J,2 m/s,,Oblačno,
Aktuálny stav počasia - 23.09.2021 - 19:00 LSEČ,Bratislava Koliba,16.1 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 19:00 LSEČ,Bratislava - Mlynská Dolina,16.0 °C,V,1 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 19:00 LSEČ,Bratislava Ivanka,16.2 °C,J,2 m/s,,Oblačno,
Aktuálny stav počasia - 23.09.2021 - 19:00 LSEČ,Bratislava Koliba,16.1 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 20:00 LSEČ,Bratislava - Mlynská Dolina,15.0 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 20:00 LSEČ,Bratislava Ivanka,15.7 °C,J,3 m/s,,Takmer zamračené,
Aktuálny stav počasia - 23.09.2021 - 20:00 LSEČ,Bratislava Koliba,15.6 °C,JZ,3 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 20:00 LSEČ,Bratislava - Mlynská Dolina,15.0 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 20:00 LSEČ,Bratislava Ivanka,15.7 °C,J,3 m/s,,Takmer zamračené,
Aktuálny stav počasia - 23.09.2021 - 20:00 LSEČ,Bratislava Koliba,15.6 °C,JZ,3 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 21:00 LSEČ,Bratislava - Mlynská Dolina,14.7 °C,J,1 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 21:00 LSEČ,Bratislava Ivanka,15.4 °C,J,2 m/s,,Takmer zamračené,
Aktuálny stav počasia - 23.09.2021 - 21:00 LSEČ,Bratislava Koliba,14.6 °C,JZ,4 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 21:00 LSEČ,Bratislava - Mlynská Dolina,14.7 °C,J,1 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 21:00 LSEČ,Bratislava Ivanka,15.4 °C,J,2 m/s,,Takmer zamračené,
Aktuálny stav počasia - 23.09.2021 - 21:00 LSEČ,Bratislava Koliba,14.6 °C,JZ,4 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 22:00 LSEČ,Bratislava - Mlynská Dolina,15.4 °C,J,1 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 22:00 LSEČ,Bratislava Ivanka,14.5 °C,JZ,4 m/s,,Takmer zamračené,
Aktuálny stav počasia - 23.09.2021 - 22:00 LSEČ,Bratislava Koliba,14.4 °C,JZ,4 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 22:00 LSEČ,Bratislava - Mlynská Dolina,15.4 °C,J,1 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 22:00 LSEČ,Bratislava Ivanka,14.5 °C,JZ,4 m/s,,Takmer zamračené,
Aktuálny stav počasia - 23.09.2021 - 22:00 LSEČ,Bratislava Koliba,14.4 °C,JZ,4 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 23:00 LSEČ,Bratislava - Mlynská Dolina,13.5 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 23:00 LSEČ,Bratislava Ivanka,13.9 °C,JZ,3 m/s,,Takmer zamračené,
Aktuálny stav počasia - 23.09.2021 - 23:00 LSEČ,Bratislava Koliba,13.6 °C,JZ,3 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 23:00 LSEČ,Bratislava - Mlynská Dolina,13.5 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 23.09.2021 - 23:00 LSEČ,Bratislava Ivanka,13.9 °C,JZ,3 m/s,,Takmer zamračené,
Aktuálny stav počasia - 23.09.2021 - 23:00 LSEČ,Bratislava Koliba,13.6 °C,JZ,3 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 00:00 LSEČ,Bratislava - Mlynská Dolina,12.1 °C,SV,1 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 00:00 LSEČ,Bratislava Ivanka,14.6 °C,JZ,5 m/s,,Takmer zamračené,
Aktuálny stav počasia - 24.09.2021 - 00:00 LSEČ,Bratislava Koliba,12.7 °C,JZ,2 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 00:00 LSEČ,Bratislava - Mlynská Dolina,12.1 °C,SV,1 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 00:00 LSEČ,Bratislava Ivanka,14.6 °C,JZ,5 m/s,,Takmer zamračené,
Aktuálny stav počasia - 24.09.2021 - 00:00 LSEČ,Bratislava Koliba,12.7 °C,JZ,2 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 01:00 LSEČ,Bratislava - Mlynská Dolina,11.4 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 01:00 LSEČ,Bratislava Ivanka,13.4 °C,JZ,5 m/s,,Takmer zamračené,
Aktuálny stav počasia - 24.09.2021 - 01:00 LSEČ,Bratislava Koliba,12.2 °C,PREM,1 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 01:00 LSEČ,Bratislava - Mlynská Dolina,11.4 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 01:00 LSEČ,Bratislava Ivanka,13.4 °C,JZ,5 m/s,,Takmer zamračené,
Aktuálny stav počasia - 24.09.2021 - 01:00 LSEČ,Bratislava Koliba,12.2 °C,PREM,1 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 02:00 LSEČ,Bratislava - Mlynská Dolina,11.0 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 02:00 LSEČ,Bratislava Ivanka,13.7 °C,JZ,4 m/s,,Oblačno,
Aktuálny stav počasia - 24.09.2021 - 02:00 LSEČ,Bratislava Koliba,12.1 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 02:00 LSEČ,Bratislava - Mlynská Dolina,11.0 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 02:00 LSEČ,Bratislava Ivanka,13.7 °C,JZ,4 m/s,,Oblačno,
Aktuálny stav počasia - 24.09.2021 - 02:00 LSEČ,Bratislava Koliba,12.1 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 03:00 LSEČ,Bratislava - Mlynská Dolina,13.3 °C,JZ,2 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 03:00 LSEČ,Bratislava Ivanka,12.8 °C,JZ,5 m/s,,Polooblačno,
Aktuálny stav počasia - 24.09.2021 - 03:00 LSEČ,Bratislava Koliba,13.5 °C,JZ,3 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 03:00 LSEČ,Bratislava - Mlynská Dolina,13.3 °C,JZ,2 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 03:00 LSEČ,Bratislava Ivanka,12.8 °C,JZ,5 m/s,,Polooblačno,
Aktuálny stav počasia - 24.09.2021 - 03:00 LSEČ,Bratislava Koliba,13.5 °C,JZ,3 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 04:00 LSEČ,Bratislava - Mlynská Dolina,15.5 °C,Z,3 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 04:00 LSEČ,Bratislava Ivanka,16.3 °C,JZ,5 m/s,,Polooblačno,
Aktuálny stav počasia - 24.09.2021 - 04:00 LSEČ,Bratislava Koliba,14.8 °C,Z,4 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 04:00 LSEČ,Bratislava - Mlynská Dolina,15.5 °C,Z,3 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 04:00 LSEČ,Bratislava Ivanka,16.3 °C,JZ,5 m/s,,Polooblačno,
Aktuálny stav počasia - 24.09.2021 - 04:00 LSEČ,Bratislava Koliba,14.8 °C,Z,4 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 05:00 LSEČ,Bratislava - Mlynská Dolina,15.3 °C,Z,3 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 05:00 LSEČ,Bratislava Ivanka,16.9 °C,Z,6 m/s,,Malá oblačnosť,
Aktuálny stav počasia - 24.09.2021 - 05:00 LSEČ,Bratislava Koliba,14.9 °C,Z,4 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 05:00 LSEČ,Bratislava - Mlynská Dolina,15.3 °C,Z,3 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 05:00 LSEČ,Bratislava Ivanka,16.9 °C,Z,6 m/s,,Malá oblačnosť,
Aktuálny stav počasia - 24.09.2021 - 05:00 LSEČ,Bratislava Koliba,14.9 °C,Z,4 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 06:00 LSEČ,Bratislava - Mlynská Dolina,15.8 °C,Z,4 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 06:00 LSEČ,Bratislava Ivanka,17.3 °C,Z,5 m/s,,Oblačno,
Aktuálny stav počasia - 24.09.2021 - 06:00 LSEČ,Bratislava Koliba,15.3 °C,Z,5 m/s,10 m/s,,
Aktuálny stav počasia - 24.09.2021 - 06:00 LSEČ,Bratislava - Mlynská Dolina,15.8 °C,Z,4 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 06:00 LSEČ,Bratislava Ivanka,17.3 °C,Z,5 m/s,,Oblačno,
Aktuálny stav počasia - 24.09.2021 - 06:00 LSEČ,Bratislava Koliba,15.3 °C,Z,5 m/s,10 m/s,,
Aktuálny stav počasia - 24.09.2021 - 07:00 LSEČ,Bratislava - Mlynská Dolina,16.0 °C,Z,4 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 07:00 LSEČ,Bratislava Ivanka,17.3 °C,Z,6 m/s,,Takmer zamračené,
Aktuálny stav počasia - 24.09.2021 - 07:00 LSEČ,Bratislava Koliba,15.3 °C,Z,5 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 07:00 LSEČ,Bratislava - Mlynská Dolina,16.0 °C,Z,4 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 07:00 LSEČ,Bratislava Ivanka,17.3 °C,Z,6 m/s,,Takmer zamračené,
Aktuálny stav počasia - 24.09.2021 - 07:00 LSEČ,Bratislava Koliba,15.3 °C,Z,5 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 08:00 LSEČ,Bratislava - Mlynská Dolina,16.4 °C,Z,4 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 08:00 LSEČ,Bratislava Ivanka,17.2 °C,Z,5 m/s,,Takmer zamračené,
Aktuálny stav počasia - 24.09.2021 - 08:00 LSEČ,Bratislava Koliba,15.6 °C,Z,4 m/s,9 m/s,,
Aktuálny stav počasia - 24.09.2021 - 08:00 LSEČ,Bratislava - Mlynská Dolina,16.4 °C,Z,4 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 08:00 LSEČ,Bratislava Ivanka,17.2 °C,Z,5 m/s,,Takmer zamračené,
Aktuálny stav počasia - 24.09.2021 - 08:00 LSEČ,Bratislava Koliba,15.6 °C,Z,4 m/s,9 m/s,,
Aktuálny stav počasia - 24.09.2021 - 09:00 LSEČ,Bratislava - Mlynská Dolina,16.3 °C,Z,3 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 09:00 LSEČ,Bratislava Ivanka,17.3 °C,Z,6 m/s,,Takmer zamračené,
Aktuálny stav počasia - 24.09.2021 - 09:00 LSEČ,Bratislava Koliba,15.4 °C,JZ,4 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 09:00 LSEČ,Bratislava - Mlynská Dolina,16.3 °C,Z,3 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 09:00 LSEČ,Bratislava Ivanka,17.3 °C,Z,6 m/s,,Takmer zamračené,
Aktuálny stav počasia - 24.09.2021 - 09:00 LSEČ,Bratislava Koliba,15.4 °C,JZ,4 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 10:00 LSEČ,Bratislava - Mlynská Dolina,16.7 °C,Z,4 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 10:00 LSEČ,Bratislava Ivanka,17.4 °C,Z,7 m/s,,Takmer zamračené,
Aktuálny stav počasia - 24.09.2021 - 10:00 LSEČ,Bratislava Koliba,15.8 °C,PREM,4 m/s,10 m/s,,
Aktuálny stav počasia - 24.09.2021 - 10:00 LSEČ,Bratislava - Mlynská Dolina,16.7 °C,Z,4 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 10:00 LSEČ,Bratislava Ivanka,17.4 °C,Z,7 m/s,,Takmer zamračené,
Aktuálny stav počasia - 24.09.2021 - 10:00 LSEČ,Bratislava Koliba,15.8 °C,PREM,4 m/s,10 m/s,,
Aktuálny stav počasia - 24.09.2021 - 11:00 LSEČ,Bratislava - Mlynská Dolina,17.6 °C,Z,3 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 11:00 LSEČ,Bratislava Ivanka,18.5 °C,Z,8 m/s,,Oblačno,
Aktuálny stav počasia - 24.09.2021 - 11:00 LSEČ,Bratislava Koliba,16.8 °C,Z,5 m/s,11 m/s,,
Aktuálny stav počasia - 24.09.2021 - 11:00 LSEČ,Bratislava - Mlynská Dolina,17.6 °C,Z,3 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 11:00 LSEČ,Bratislava Ivanka,18.5 °C,Z,8 m/s,,Oblačno,
Aktuálny stav počasia - 24.09.2021 - 11:00 LSEČ,Bratislava Koliba,16.8 °C,Z,5 m/s,11 m/s,,
Aktuálny stav počasia - 24.09.2021 - 12:00 LSEČ,Bratislava - Mlynská Dolina,18.1 °C,Z,4 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 12:00 LSEČ,Bratislava Ivanka,19.3 °C,Z,9 m/s,,Oblačno,
Aktuálny stav počasia - 24.09.2021 - 12:00 LSEČ,Bratislava Koliba,18.1 °C,Z,4 m/s,9 m/s,,
Aktuálny stav počasia - 24.09.2021 - 12:00 LSEČ,Bratislava - Mlynská Dolina,18.1 °C,Z,4 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 12:00 LSEČ,Bratislava Ivanka,19.3 °C,Z,9 m/s,,Oblačno,
Aktuálny stav počasia - 24.09.2021 - 12:00 LSEČ,Bratislava Koliba,18.1 °C,Z,4 m/s,9 m/s,,
Aktuálny stav počasia - 24.09.2021 - 13:00 LSEČ,Bratislava - Mlynská Dolina,19.2 °C,Z,3 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 13:00 LSEČ,Bratislava Ivanka,19.2 °C,Z,6 m/s,,Takmer zamračené,
Aktuálny stav počasia - 24.09.2021 - 13:00 LSEČ,Bratislava Koliba,18.1 °C,Z,5 m/s,10 m/s,,
Aktuálny stav počasia - 24.09.2021 - 13:00 LSEČ,Bratislava - Mlynská Dolina,19.2 °C,Z,3 m/s,,,
Aktuálny stav počasia - 24.09.2021 - 13:00 LSEČ,Bratislava Ivanka,19.2 °C,Z,6 m/s,,Takmer zamračené,
